ticket_id,customer_id,category,priority,status,created_at,first_response_at,resolved_at,rating,resolution_text,agent_name,channel,is_escalated
TKT-01156,CUST-0149,integration,low,CLOSED,10/31/2023 00:00+03:00,"Nov 01, 2023","Oct 31, 2023", 3 ,<p>Resolved via <b>live chat</b> session.</p>,Richard,CHAT,N
TKT-00481,CUST-0340,TECHNICAL,HIGH,closed,2025-05-22T00:00:00,05/22/2025 08:00,2025-05-24T00:00:00,one,,John,email,N
TKT-00691,CUST-0182,technical,high,in_progress,12-27-2024,"Dec 27, 2024",N/A,5 stars,Escalated to engineering team for further investigation.,Robert,email,Y
TKT-00378,CUST-0158,Integration,med,Open,2024-11-11,12-Nov-2024,2024/11/11,N/A,Provided documentation link for the integration setup.,Barbara,,1
TKT-01051,CUST-0396,feature_request,Low,open,"Aug 01, 2025+09:00",01-Aug-2025,08-06-2025, 5 ,<div>Fixed the <a href='#'>configuration</a> issue</div>,Sarah,Phone,Y
TKT-01895,CUST-0072,ACCOUNT,Medium,escalated,09-15-2025,17-Sep-2025,2025/09/22,three,,Jennifer,Phone,False
TKT-01069,CUST-0034,Feature Request,crit,Open,2023-09-25+03:00,2023-09-28T00:00:00,"Sep 25, 2023",4,,Thomas,,false
TKT-01061,CUST-0177,account,HIGH,IN_PROGRESS,11/04/2024+00:00,11/04/2024,2024-04-11, 4 ,Customer was on an outdated plan. Migrated to current tier.,,CHAT,0
TKT-01118,CUST-0081,integration,critical,escalated,2025-01-07T00:00:00-05:00,07-Jan-2025,2025-01-07T01:00:00,five,Issue resolved by resetting the API key and clearing the cache.,James,CHAT,true
TKT-00034,CUST-0291,account,Medium,closed,08-23-2025,"Aug 23, 2025",2025/08/23,5.0,,Thomas,Email,0
TKT-00246,CUST-0162,,high,CLOSED,2025-01-17-05:00,2025/01/17,"Jan 18, 2025",5.0,Escalated to engineering team for further investigation.,Barbara,phone,true
TKT-01148,CUST-0417,integration,med,CLOSED,2023/01/01+03:00,,2023/01/01, 5 ,<div>Fixed the <a href='#'>configuration</a> issue</div>,Linda,email,Y
TKT-00732,CUST-0178,billing,Low,closed,2025-10-28,2025-10-31,2025/10/31, 4 ,,Karen,email,True
TKT-00590,CUST-0031,security,CRITICAL,Open,2024-12-31,2024-12-31T02:00:00,2024/12/31,3 stars,Network issue on customer side. Confirmed with traceroute.,Richard,Phone,False
TKT-01276,CUST-0451,billing,hi,resolved,08/22/2023 00:00-08:00,"Aug 23, 2023",2023/08/25, 5 ,,,chat,N
TKT-00097,CUST-0130,feature_request,crit,CLOSED,10/03/2025,03-10-2025,03/15/2025 00:00,,Refund processed as per company policy.,Joseph,Phone,1
TKT-01546,CUST-0375,ACCOUNT,high,in_progress,06-04-2025,05-Jun-2025,06/04/2025 02:00,N/A,Provided documentation link for the integration setup.,Michael,Email,N
TKT-00531,CUST-8684,TECHNICAL,high,IN_PROGRESS,2023-10-14T00:00:00+00:00,2023/10/15,N/A,4/5,User error - provided step-by-step guide.,William,,1
TKT-00332,CUST-0454,TECHNICAL,low,Open,12/11/2023 00:00+00:00,12/11/2023 00:30,14-Dec-2023,,,Susan,Phone,0
TKT-00310,CUST-0496,ACCOUNT,crit,Open,2025-11-25+03:00,11-25-2025,2025/12/05,5,<p>Resolved via <b>live chat</b> session.</p>,Jessica,,1
TKT-00352,CUST-0129,Billing,critical,closed,08/12/2023 00:00,2023/08/12,N/A,4,Refund processed as per company policy.,,,False
TKT-00454,CUST-8519,Billing,low,IN_PROGRESS,2024/03/27-05:00,2024-03-28T00:00:00,2024/04/01,,Refund processed as per company policy.,Thomas,phone,Y
TKT-01819,CUST-0455,feature_request,CRITICAL,Resolved,06-08-2025Z,09-Jun-2025,06-08-2025, 5 ,Refund processed as per company policy.,Robert,in-app,True
TKT-00284,CUST-0397,billing,high,escalated,11/03/2023-08:00,03/11/2023 02:00,11-Mar-2023, 3 ,,Richard,in-app,0
TKT-00056,CUST-0057,Integration,low,in_progress,2023/12/17+05:30,2023-12-17,12-27-2023,3,,Linda,phone,N
TKT-01790,CUST-0029,billing,high,closed,2024-01-16T00:00:00,18/01/2024,01-23-2024,1.0,Customer was on an outdated plan. Migrated to current tier.,James,in-app,False
TKT-00173,CUST-0489,security,Low,closed,24-Feb-2024-05:00,N/A,25/02/2024,3/5,Refund processed as per company policy.,Mary,chat,1
TKT-00874,CUST-0075,Feature Request,HIGH,Resolved,2025-10-20+03:00,2025-10-20T04:00:00,21/10/2025,4,<div>Fixed the <a href='#'>configuration</a> issue</div>,Linda,,False
TKT-00986,CUST-0387,Integration,low,escalated,08/28/2024 00:00Z,"Aug 28, 2024",2024-09-02,4 stars,,Patricia,chat,1
TKT-00554,CUST-0293,integration,CRITICAL,resolved,02/27/2024 00:00,2024/02/27,27-Feb-2024,4,Bug confirmed in v2.3.1. Hotfix deployed.,Jessica,chat,True
TKT-00893,CUST-0377,account,HIGH,in_progress,04-16-2023+00:00,04-19-2023,04/23/2023 00:00,1,,Robert,in-app,1
TKT-00394,CUST-0172,TECHNICAL,Medium,Open,"Feb 17, 2025-05:00",17/02/2025,2025-02-24T00:00:00,N/A,<p>Resolved via <b>live chat</b> session.</p>,Patricia,Phone,False
TKT-00945,CUST-0321,Integration,hi,CLOSED,19/06/2025-08:00,06-19-2025,, 5 ,Provided documentation link for the integration setup.,Christopher,Email,1
TKT-00767,CUST-0113,,Low,closed,09/10/2023 00:00Z,,13/09/2023,4.0,Bug confirmed in v2.3.1. Hotfix deployed.,Sarah,Email,True
TKT-00082,CUST-0141,Feature Request,critical,Resolved,"Oct 08, 2023",2023-10-08,10/08/2023 08:00,N/A,Provided documentation link for the integration setup.,William,chat,Y
TKT-00260,CUST-0361,,medium,open,"Apr 21, 2024+03:00",21-Apr-2024,"Apr 21, 2024",2,User error - provided step-by-step guide.,Robert,phone,yes
TKT-01423,CUST-0124,feature_request,CRITICAL,open,2024-10-26T00:00:00+03:00,10-26-2024,10/26/2024 04:00,,,Susan,,1
TKT-01025,CUST-0211,account,Low,escalated,2023-12-27T00:00:00+00:00,30/12/2023,12-30-2023,2 stars,Bug confirmed in v2.3.1. Hotfix deployed.,,Phone,no
TKT-01192,CUST-0217,feature_request,Low,open,02/14/2023 00:00+09:00,2023-02-15,2023/02/14,3.0,,,Phone,True
TKT-00588,CUST-0308,integration,low,closed,"Jul 15, 2024+05:30","Jul 18, 2024",null,4/5,Bug confirmed in v2.3.1. Hotfix deployed.,David,phone,1
TKT-01405,CUST-0076,security,med,closed,21/08/2025-08:00,"Aug 21, 2025",08-21-2025,2/5,Refund processed as per company policy.,Susan,email,1
TKT-00024,CUST-0347,Integration,hi,escalated,2025-07-02T00:00:00,07/04/2025 00:00,07/07/2025 00:00,5,<p>Resolved via <b>live chat</b> session.</p>,Elizabeth,,1
TKT-01508,CUST-0138,Billing,low,IN_PROGRESS,2025/01/27-08:00,2025/01/27,29-Jan-2025,three,User error - provided step-by-step guide.,Mary,email,no
TKT-01259,CUST-0096,feature_request,hi,open,17/02/2024-05:00,2024-02-20,2024-02-17,,<p>Resolved via <b>live chat</b> session.</p>,Thomas,Email,1
TKT-01795,CUST-0346,TECHNICAL,Low,Resolved,2025-11-30T00:00:00,2025/12/02,"Dec 05, 2025",five,Customer was on an outdated plan. Migrated to current tier.,Linda,,Y
TKT-01368,CUST-0445,Integration,crit,in_progress,2024-12-26T00:00:00+05:30,12/29/2024 00:00,26-Dec-2024, 5 ,,,,0
TKT-00041,CUST-0025,account,critical,in_progress,08-11-2025+03:00,2025-08-11T04:00:00,2025-08-11,4 stars,,Karen,Email,1
TKT-00782,CUST-0143,security,high,IN_PROGRESS,2024/02/08Z,2024-02-11T00:00:00,2024-02-10,5,,,email,0
TKT-01733,CUST-0155,Feature Request,low,resolved,12-29-2023-08:00,29/12/2023,2023-12-31,1.0,,,Phone,0
TKT-00281,CUST-0209,TECHNICAL,Low,Open,18-Mar-2023Z,03/21/2023 00:00,2023-03-23T00:00:00,,<p>Resolved via <b>live chat</b> session.</p>,Joseph,,N
TKT-01328,CUST-0080,ACCOUNT,hi,in_progress,04/03/2025+09:00,2025-03-06T00:00:00,, 5 ,Provided documentation link for the integration setup.,Robert,chat,0
TKT-01095,CUST-0404,Integration,critical,in_progress,"Feb 19, 2024Z",2024-02-19,"Feb 19, 2024",,,Richard,chat,no
TKT-00809,CUST-0232,integration,HIGH,open,2024-08-26T00:00:00+05:30,2024-08-26T08:00:00,2024-08-31T00:00:00,,Network issue on customer side. Confirmed with traceroute.,James,CHAT,true
TKT-01136,CUST-0151,,critical,Resolved,2024/05/06+00:00,2024-05-06,,5.0,<p>Resolved via <b>live chat</b> session.</p>,,email,yes
TKT-01380,CUST-8485,TECHNICAL,Medium,Open,2025-04-21-05:00,"Apr 23, 2025",,N/A,User error - provided step-by-step guide.,Linda,,false
TKT-00026,CUST-0057,Integration,Low,Resolved,12/09/2023-08:00,"Sep 15, 2023",2023-09-19T00:00:00,five,<p>Resolved via <b>live chat</b> session.</p>,Linda,phone,True
TKT-01930,CUST-0392,Integration,high,Resolved,"Jan 24, 2023+05:30",2023-01-25T00:00:00,"Jan 25, 2023", 5 ,<p>Resolved via <b>live chat</b> session.</p>,,in-app,1
TKT-01999,CUST-0163,Feature Request,crit,resolved,2023/12/01Z,2023-12-01,N/A, 1 ,Escalated to engineering team for further investigation.,Elizabeth,Phone,False
TKT-01770,CUST-0485,technical,high,Resolved,2024/04/14+03:00,2024/04/15,2024/04/15,3 stars,,Susan,Email,False
TKT-01424,CUST-0187,ACCOUNT,medium,IN_PROGRESS,13/09/2023Z,N/A,13-Sep-2023,four,<p>Resolved via <b>live chat</b> session.</p>,,CHAT,1
TKT-00258,CUST-8029,TECHNICAL,medium,CLOSED,08/09/2023,"Sep 08, 2023",2023-09-08T02:00:00,2.0,,Karen,phone,False
TKT-01261,CUST-0136,Billing,low,Open,19/02/2024+03:00,2024-02-19,"Feb 22, 2024",5/5,,Michael,Email,yes
TKT-00480,CUST-8762,ACCOUNT,Medium,IN_PROGRESS,04-Sep-2025,04-Sep-2025,09/04/2025 01:00,3,Escalated to engineering team for further investigation.,David,phone,False
TKT-01067,CUST-0263,billing,Medium,Resolved,2025-04-22-08:00,2025-04-22T04:00:00,04/24/2025 00:00,,Issue resolved by resetting the API key and clearing the cache.,,Phone,False
TKT-01725,CUST-0480,account,medium,escalated,03-29-2025-08:00,,,5,Issue resolved by resetting the API key and clearing the cache.,Linda,CHAT,true
TKT-01173,CUST-0022,account,med,resolved,14-Aug-2025+09:00,08-14-2025,"Aug 14, 2025",,<div>Fixed the <a href='#'>configuration</a> issue</div>,James,chat,False
TKT-01938,CUST-0370,account,hi,resolved,2024/04/02+05:30,"Apr 03, 2024",,3/5,,Thomas,,N
TKT-01018,CUST-0493,account,Medium,open,"Jun 10, 2024+09:00",10-Jun-2024,null,5,User error - provided step-by-step guide.,Michael,email,no
TKT-00092,CUST-0403,security,medium,closed,"Oct 03, 2025",10/05/2025 00:00,,N/A,Network issue on customer side. Confirmed with traceroute.,Jennifer,chat,N
TKT-01997,CUST-0269,TECHNICAL,Low,CLOSED,09-15-2023+05:30,2023-09-15,2023/09/15,4.0,Issue resolved by resetting the API key and clearing the cache.,James,chat,Y
TKT-01293,CUST-0231,integration,low,Open,03/25/2023 00:00-08:00,"Mar 28, 2023",04/04/2023 00:00, 3 ,Customer was on an outdated plan. Migrated to current tier.,John,chat,True
TKT-00829,CUST-0069,Billing,Low,in_progress,02/05/2025 00:00-05:00,2025-02-07,2025-02-05T12:00:00,two,,Karen,Phone,no
TKT-01750,CUST-0386,account,Low,IN_PROGRESS,12/12/2023+09:00,12-Dec-2023,2023-12-13,,,Jennifer,Phone,true
TKT-01240,CUST-0013,,Low,closed,26/10/2023-08:00,27-Oct-2023,,3.0,Bug confirmed in v2.3.1. Hotfix deployed.,Karen,chat,N
TKT-00040,CUST-0366,Integration,med,resolved,10-22-2025-05:00,2025-10-25,10-23-2025,5,Escalated to engineering team for further investigation.,,CHAT,no
TKT-01042,CUST-0195,account,low,open,31/12/2023,"Dec 31, 2023",2024/01/03,4.0,,Sarah,CHAT,True
TKT-01143,CUST-0215,Billing,critical,CLOSED,30-Dec-2024-08:00,"Dec 30, 2024",30/12/2024, 4 ,,James,chat,True
TKT-00356,CUST-0124,feature_request,Medium,closed,2023-12-03T00:00:00+05:30,2023-12-03,12/05/2023 00:00,N/A,,Patricia,in-app,N
TKT-01463,CUST-0460,feature_request,HIGH,closed,2024-11-23+00:00,2024-11-23T08:00:00,"Nov 23, 2024",1.0,User error - provided step-by-step guide.,Mary,,0
TKT-01400,CUST-0332,billing,Medium,Resolved,07/02/2023 00:00+00:00,07/02/2023 04:00,2023-07-04,,,William,Email,True
TKT-00955,CUST-0238,billing,HIGH,open,2024-04-26T00:00:00,04-26-2024,26/04/2024, 5 ,Issue resolved by resetting the API key and clearing the cache.,Susan,chat,Y
TKT-00321,CUST-0145,billing,medium,in_progress,12/04/2025 00:00+00:00,04/12/2025,11/12/2025,4/5,Provided documentation link for the integration setup.,Christopher,in-app,True
TKT-00611,CUST-0249,Feature Request,medium,CLOSED,2025-11-11+00:00,2025-11-11,11/11/2025, 2 ,Customer was on an outdated plan. Migrated to current tier.,David,email,0
TKT-00998,CUST-0244,feature_request,Medium,escalated,2023-07-04T00:00:00+05:30,"Jul 04, 2023",,4 stars,Provided documentation link for the integration setup.,John,Phone,1
TKT-00017,CUST-0456,security,CRITICAL,Resolved,2025-01-17T00:00:00+09:00,N/A,2025-01-17,1.0,Network issue on customer side. Confirmed with traceroute.,Patricia,Email,0
TKT-00506,CUST-0393,feature_request,Low,open,2024/07/28Z,"Jul 28, 2024",07-29-2024,,Refund processed as per company policy.,Joseph,Phone,false
TKT-01467,CUST-0410,technical,crit,resolved,2024-04-14T00:00:00+05:30,16/04/2024,2024/04/14,5,Escalated to engineering team for further investigation.,David,phone,False
TKT-00966,CUST-8191,account,crit,in_progress,20-Oct-2023,10-22-2023,"Oct 25, 2023",5 stars,,Jennifer,phone,True
TKT-00442,CUST-0221,Feature Request,Low,closed,27-Nov-2024+03:00,2024-11-29,2024-12-02,4,Issue resolved by resetting the API key and clearing the cache.,Joseph,phone,1
TKT-00711,CUST-0152,security,low,closed,08/29/2023 00:00,29/08/2023,,,,,,yes
TKT-01795,CUST-0346,TECHNICAL,Low,Resolved,2025-11-30T00:00:00,2025/12/02,"Dec 05, 2025",five,Customer was on an outdated plan. Migrated to current tier.,Linda,,Y
TKT-00159,CUST-0479,technical,crit,CLOSED,01/23/2024 00:00,"Jan 26, 2024",25/01/2024,4,<div>Fixed the <a href='#'>configuration</a> issue</div>,Mary,phone,True
TKT-00354,CUST-8847,Integration,high,closed,04/17/2025 00:00,17/04/2025,2025/04/17,,Customer was on an outdated plan. Migrated to current tier.,Barbara,chat,0
TKT-01208,CUST-0402,technical,medium,escalated,03/25/2024 00:00+09:00,N/A,2024-03-28T00:00:00,5/5,,Jennifer,,0
TKT-00392,CUST-8931,security,med,Open,2025/05/24,"May 24, 2025",24/05/2025,4.0,Issue resolved by resetting the API key and clearing the cache.,Sarah,CHAT,N
TKT-01281,CUST-0368,,high,escalated,"Feb 21, 2024","Feb 21, 2024",02/21/2024 12:00,2.0,User error - provided step-by-step guide.,Mary,,N
TKT-00412,CUST-0374,integration,Low,open,"May 24, 2023",05/27/2023 00:00,03-Jun-2023,5 stars,,,Phone,Y
TKT-01458,CUST-0160,billing,med,escalated,2025-03-23Z,"Mar 24, 2025",03-23-2025,,,David,Phone,Y
TKT-01894,CUST-0470,integration,med,in_progress,26-Oct-2023+03:00,2023/10/28,31-Oct-2023,,,Christopher,,true
TKT-00424,CUST-0061,feature_request,crit,in_progress,2024-09-24T00:00:00+05:30,"Sep 24, 2024",2024/09/24,two,User error - provided step-by-step guide.,Patricia,Email,no
TKT-01357,CUST-8840,,low,resolved,07/07/2024 00:00,07-08-2024,"Jul 09, 2024",N/A,<div>Fixed the <a href='#'>configuration</a> issue</div>,Patricia,,0
TKT-00248,CUST-0154,account,med,Open,02/12/2024-05:00,05-Dec-2024,12/12/2024 00:00,5/5,Network issue on customer side. Confirmed with traceroute.,Jessica,in-app,True
TKT-01912,CUST-0013,technical,hi,Open,23-Feb-2023,2023-02-23T08:00:00,23-Feb-2023,,Escalated to engineering team for further investigation.,Jessica,in-app,True
TKT-01002,CUST-0272,Integration,hi,CLOSED,"Nov 22, 2025-08:00","Nov 24, 2025",11-27-2025,,Refund processed as per company policy.,William,Email,no
TKT-01720,CUST-0060,Billing,high,IN_PROGRESS,2025-02-28T00:00:00Z,2025-03-02T00:00:00,"Feb 28, 2025",3.0,Bug confirmed in v2.3.1. Hotfix deployed.,David,phone,true
TKT-01839,CUST-0137,Feature Request,medium,open,05-20-2023-05:00,2023-05-22,2023/05/25,N/A,<div>Fixed the <a href='#'>configuration</a> issue</div>,Jessica,phone,yes
TKT-01034,CUST-0449,Integration,hi,IN_PROGRESS,06-Nov-2025,11-06-2025,08-Nov-2025,five,Bug confirmed in v2.3.1. Hotfix deployed.,Michael,in-app,true
TKT-01867,CUST-0125,Integration,low,escalated,08-10-2025Z,2025-08-10,13/08/2025,5.0,<p>Resolved via <b>live chat</b> session.</p>,,email,N
TKT-00631,CUST-0026,security,Medium,escalated,2023-01-02T00:00:00+05:30,"Jan 03, 2023",09-Jan-2023,,User error - provided step-by-step guide.,,phone,1
TKT-01682,CUST-0021,account,hi,resolved,04-18-2025,04/18/2025 04:00,04/25/2025 00:00,1.0,Provided documentation link for the integration setup.,Linda,chat,False
TKT-00464,CUST-8923,Billing,med,Open,11-26-2025,"Nov 26, 2025",26-Nov-2025,2,Network issue on customer side. Confirmed with traceroute.,Linda,,1
TKT-00686,CUST-0438,feature_request,hi,Open,2025/08/04+09:00,2025/08/04,08/07/2025 00:00,2.0,,,,1
TKT-01142,CUST-0178,Billing,high,in_progress,06/30/2024 00:00-05:00,30/06/2024,2024-06-30,4,Network issue on customer side. Confirmed with traceroute.,Mary,CHAT,0
TKT-01747,CUST-0038,Integration,high,closed,20-Apr-2024+03:00,04/20/2024 02:00,2024-04-20T01:00:00,four,Issue resolved by resetting the API key and clearing the cache.,Joseph,phone,Y
TKT-00567,CUST-0225,feature_request,Low,CLOSED,2023-09-15-08:00,15/09/2023,2023-09-16T00:00:00,,Bug confirmed in v2.3.1. Hotfix deployed.,Thomas,Phone,False
TKT-00694,CUST-0185,TECHNICAL,Medium,escalated,2024/10/10Z,2024-10-12T00:00:00,2024-10-20,two,Bug confirmed in v2.3.1. Hotfix deployed.,Barbara,in-app,1
TKT-00164,CUST-0161,TECHNICAL,Medium,Open,20-Jan-2024+03:00,01/20/2024 08:00,01/25/2024 00:00, 5 ,User error - provided step-by-step guide.,Linda,in-app,1
TKT-01374,CUST-0032,ACCOUNT,low,escalated,01-08-2023+09:00,2023-01-08,10-Jan-2023,,Bug confirmed in v2.3.1. Hotfix deployed.,Susan,CHAT,True
TKT-00285,CUST-0059,Billing,hi,IN_PROGRESS,2024-06-04Z,,04-Jun-2024,,,David,phone,False
TKT-01786,CUST-0345,Billing,high,CLOSED,01/10/2024Z,04-Oct-2024,10-03-2024,5.0,Escalated to engineering team for further investigation.,Linda,Phone,no
TKT-01301,CUST-0407,Feature Request,medium,in_progress,2023-08-30T00:00:00,2023-09-02T00:00:00,2023/08/30,five,Issue resolved by resetting the API key and clearing the cache.,Linda,Email,true
TKT-00869,CUST-0493,security,med,Open,21-Nov-2025+00:00,"Nov 21, 2025",21/11/2025, 5 ,<p>Resolved via <b>live chat</b> session.</p>,John,phone,True
TKT-01521,CUST-0011,integration,high,closed,11/02/2024 00:00,11-02-2024,11/03/2024 00:00,,<p>Resolved via <b>live chat</b> session.</p>,David,chat,false
TKT-00383,CUST-8207,Integration,Medium,IN_PROGRESS,16-Apr-2025,04-16-2025,04-19-2025,5.0,<div>Fixed the <a href='#'>configuration</a> issue</div>,Susan,,True
TKT-00561,CUST-0251,account,hi,in_progress,07/04/2025,2025/04/09,"Apr 09, 2025",2,,John,in-app,N
TKT-00564,CUST-0381,integration,HIGH,resolved,2024-11-06Z,"Nov 06, 2024",11/06/2024 02:00, 2 ,,Karen,Email,true
TKT-01091,CUST-0247,Feature Request,Low,IN_PROGRESS,03/06/2023+05:30,,06-08-2023, 3 ,<div>Fixed the <a href='#'>configuration</a> issue</div>,Thomas,Email,N
TKT-00424,CUST-0061,feature_request,crit,in_progress,2024-09-24T00:00:00+05:30,"Sep 24, 2024",2024/09/24,two,User error - provided step-by-step guide.,Patricia,Email,no
TKT-01603,CUST-0346,Billing,crit,in_progress,2025/07/07-05:00,2025-07-10T00:00:00,2025-07-14T00:00:00,3.0,,Jessica,Phone,true
TKT-00817,CUST-0213,billing,HIGH,IN_PROGRESS,07/04/2023 00:00Z,04-Jul-2023,04-Jul-2023,4/5,Issue resolved by resetting the API key and clearing the cache.,Richard,,1
TKT-01452,CUST-0179,ACCOUNT,critical,IN_PROGRESS,"Jul 18, 2025",19-Jul-2025,07-19-2025,5,User error - provided step-by-step guide.,Richard,chat,N
TKT-01570,CUST-0011,technical,crit,closed,2024/09/15-08:00,2024-09-15T00:30:00,09-15-2024,5/5,,Sarah,,yes
TKT-00504,CUST-0280,Integration,crit,open,12-May-2024,12-May-2024,2024-05-17T00:00:00,5/5,,Thomas,chat,no
TKT-00468,CUST-0344,Billing,Low,IN_PROGRESS,18-Aug-2025,2025-08-18,2025-08-25,5,Network issue on customer side. Confirmed with traceroute.,Mary,chat,False
TKT-01928,CUST-0192,Feature Request,medium,CLOSED,2023-12-13T00:00:00-08:00,2023/12/13,2023/12/18,5/5,<div>Fixed the <a href='#'>configuration</a> issue</div>,Patricia,email,0
TKT-00016,CUST-0272,billing,medium,Resolved,2025-11-09T00:00:00+09:00,2025-11-09T00:30:00,null,2/5,User error - provided step-by-step guide.,Michael,email,Y
TKT-00666,CUST-0305,Billing,high,IN_PROGRESS,02/21/2023 00:00,21/02/2023,"Feb 21, 2023", 4 ,,Mary,in-app,1
TKT-01454,CUST-0198,account,med,Open,26-Jun-2025-05:00,,N/A,N/A,,Susan,Phone,False
TKT-01891,CUST-0246,Billing,Medium,CLOSED,2024-11-28T00:00:00+09:00,11-28-2024,28/11/2024,2,Escalated to engineering team for further investigation.,Elizabeth,,no
TKT-00839,CUST-0130,integration,hi,open,2024-11-30T00:00:00+05:30,30-Nov-2024,03/12/2024,N/A,,,email,yes
TKT-01009,CUST-0333,Integration,crit,in_progress,2023-01-27,N/A,2023-01-27,4.0,Refund processed as per company policy.,Robert,chat,true
TKT-01019,CUST-0021,Integration,crit,IN_PROGRESS,17/10/2025,2025-10-20,10/27/2025 00:00,,Escalated to engineering team for further investigation.,Christopher,email,0
TKT-00992,CUST-0338,billing,high,resolved,2025/01/27+03:00,28/01/2025,"Jan 27, 2025", 5 ,,Thomas,CHAT,1
TKT-00459,CUST-0221,integration,critical,CLOSED,"Nov 24, 2023+05:30",2023-11-24,2023/11/29,5,,Karen,Phone,0
